time,email,f,m,l,,school,how,class
1112023 17:38:01,student505@gmail.com,student,stud,505,student505@gmail.comstudent505,Tecumseh High School,High school counselor,HVAC-R and Energy Systems
1112023 17:38:01,student506@gmail.com,student,stud,506,student506@gmail.comstudent506,Tecumseh High School,High school counselor,Precision Machine Metalworking Technology
1112023 17:38:01,student507@gmail.com,student,stud,507,student507@gmail.comstudent507,Tecumseh High School,High school counselor,Automotive Service Technology
1112023 17:41:38,student508@gmail.com,student,stud,508,student508@gmail.comstudent508,Reitz High School,High school counselor,HVAC-R and Energy Systems
1112023 17:41:38,student509@gmail.com,student,stud,509,student509@gmail.comstudent509,Reitz High School,High school counselor,Public Safety  Criminal Justice
1112023 17:28:31,student510@gmail.com,student,stud,510,student510@gmail.comstudent510,Mater Dei High School,High school counselor,HVAC-R and Energy Systems
1112023 17:28:31,student511@gmail.com,student,stud,511,student511@gmail.comstudent511,Mater Dei High School,High school counselor,Building Construction Technology
1112023 18:07:44,student512@gmail.com,student,stud,512,student512@gmail.comstudent512,Castle High School,SICTC Information Meeting at High School,HVAC-R and Energy Systems
1112023 19:00:36,student513@gmail.com,student,stud,513,student513@gmail.comstudent513,Castle High School,SICTC Information Meeting at High School,HVAC-R and Energy Systems
1112023 18:09:40,student514@gmail.com,student,stud,514,student514@gmail.comstudent514,Castle High School,SICTC Information Meeting at High School,HVAC-R and Energy Systems
1112023 17:52:17,student515@gmail.com,student,stud,515,student515@gmail.comstudent515,Tecumseh High School,High school counselor,HVAC-R and Energy Systems
1112023 17:56:02,student516@gmail.com,student,stud,516,student516@gmail.comstudent516,Boonville High School,"High school counselor, Friend and Family Member",HVAC-R and Energy Systems
1112023 18:17:24,student517@gmail.com,student,stud,517,student517@gmail.comstudent517,North Posey High School,"High school counselor, SICTC Website",HVAC-R and Energy Systems
1112023 18:27:51,student518@gmail.com,student,stud,518,student518@gmail.comstudent518,North Posey High School,"High school counselor, SICTC Website",HVAC-R and Energy Systems
1112023 17:59:51,student519@gmail.com,student,stud,519,student519@gmail.comstudent519,Reitz High School,High school counselor,HVAC-R and Energy Systems
1112023 18:09:19,student520@gmail.com,student,stud,520,student520@gmail.comstudent520,Mater Dei High School,High school counselor,HVAC-R and Energy Systems
1112023 18:11:01,student521@gmail.com,student,stud,521,student521@gmail.comstudent521,Evansville Christian School,Friend and Family Member,HVAC-R and Energy Systems
1112023 17:33:42,student522@gmail.com,student,stud,522,student522@gmail.comstudent522,Castle High School,High school counselor,HVAC-R and Energy Systems
1112023 17:43:38,student523@gmail.com,student,stud,523,student523@gmail.comstudent523,Central High School,"High school counselor, Friend and Family Member",HVAC-R and Energy Systems
1112023 17:31:34,student524@gmail.com,student,stud,524,student524@gmail.comstudent524,Mater Dei High School,High school counselor,HVAC-R and Energy Systems
1112023 18:52:33,student525@gmail.com,student,stud,525,student525@gmail.comstudent525,Gibson Southern High School,SICTC Information Meeting at High School,HVAC-R and Energy Systems
1112023 18:26:28,student526@gmail.com,student,stud,526,student526@gmail.comstudent526,Memorial High School,High school counselor,HVAC-R and Energy Systems
1112023 17:43:03,student527@gmail.com,student,stud,527,student527@gmail.comstudent527,North Posey High School,"Friend and Family Member, Current SITCTC Student, SICTC Information Meeting at High School",HVAC-R and Energy Systems
1112023 17:43:47,student528@gmail.com,student,stud,528,student528@gmail.comstudent528,Mt. Vernon High School,"High school counselor, Friend and Family Member",HVAC-R and Energy Systems
1112023 17:55:06,student529@gmail.com,student,stud,529,student529@gmail.comstudent529,Mater Dei High School,"High school counselor, SICTC Website, Current SITCTC Student, SICTC Information Meeting at High School",HVAC-R and Energy Systems
1112023 18:27:24,student530@gmail.com,student,stud,530,student530@gmail.comstudent530,North High School,Friend and Family Member,HVAC-R and Energy Systems
1112023 18:02:29,student531@gmail.com,student,stud,531,student531@gmail.comstudent531,Reitz High School,High school counselor,HVAC-R and Energy Systems
1112023 18:19:09,student532@gmail.com,student,stud,532,student532@gmail.comstudent532,North High School,High school counselor,HVAC-R and Energy Systems
1112023 17:48:52,student533@gmail.com,student,stud,533,student533@gmail.comstudent533,,Teacher ,HVAC-R and Energy Systems
1112023 18:19:33,student534@gmail.com,student,stud,534,student534@gmail.comstudent534,Tecumseh High School,High school counselor,HVAC-R and Energy Systems
1112023 18:15:15,student535@gmail.com,student,stud,535,student535@gmail.comstudent535,Memorial High School,High school counselor,HVAC-R and Energy Systems
1112023 18:11:37,student536@gmail.com,student,stud,536,student536@gmail.comstudent536,Castle High School,High school counselor,HVAC-R and Energy Systems
1112023 18:07:21,student537@gmail.com,student,stud,537,student537@gmail.comstudent537,Wood Memorial High School,"High school counselor, SICTC Information Meeting at High School, ",HVAC-R and Energy Systems
1112023 18:33:45,student538@gmail.com,student,stud,538,student538@gmail.comstudent538,Princeton High School,"High school counselor, Informational posters, Friend and Family Member",HVAC-R and Energy Systems
1112023 18:07:13,student539@gmail.com,student,stud,539,student539@gmail.comstudent539,North Posey High School,High school counselor,HVAC-R and Energy Systems
1112023 17:51:54,student540@gmail.com,student,stud,540,student540@gmail.comstudent540,Castle High School,"High school counselor, Informational posters, SICTC Website, Friend and Family Member",HVAC-R and Energy Systems
1112023 18:14:32,student541@gmail.com,student,stud,541,student541@gmail.comstudent541,Reitz High School,"High school counselor, Informational posters",Advanced Manufacturing Technology
1112023 18:14:32,student542@gmail.com,student,stud,542,student542@gmail.comstudent542,Reitz High School,"High school counselor, Informational posters",Computer ScienceSoftware Development
1112023 17:45:39,student543@gmail.com,student,stud,543,student543@gmail.comstudent543,Castle High School,"SICTC Website, Friend and Family Member",Advanced Manufacturing Technology
1112023 17:32:37,student544@gmail.com,student,stud,544,student544@gmail.comstudent544,Reitz High School,High school counselor,Electrical Technology
1112023 17:32:37,student545@gmail.com,student,stud,545,student545@gmail.comstudent545,Reitz High School,High school counselor,Automotive Service Technology
1112023 17:32:37,student546@gmail.com,student,stud,546,student546@gmail.comstudent546,Reitz High School,High school counselor,HVAC-R and Energy Systems
1112023 17:42:52,student547@gmail.com,student,stud,547,student547@gmail.comstudent547,Mt. Vernon High School,"High school counselor, Friend and Family Member",Electrical Technology
1112023 17:41:55,student548@gmail.com,student,stud,548,student548@gmail.comstudent548,North High School,"SICTC Website, SICTC Information Meeting at High School",EngineeringArchitectural Design Technology
1112023 17:48:21,student549@gmail.com,student,stud,549,student549@gmail.comstudent549,North High School,SICTC Information Meeting at High School,EngineeringArchitectural Design Technology
1112023 17:54:38,student550@gmail.com,student,stud,550,student550@gmail.comstudent550,Reitz High School,SICTC Information Meeting at High School,Radio  TV  Communications
1112023 18:00:34,student551@gmail.com,student,stud,551,student551@gmail.comstudent551,Central High School,Informational posters,Radio  TV  Communications
1112023 17:43:36,student552@gmail.com,student,stud,552,student552@gmail.comstudent552,North High School,SICTC Information Meeting at High School,Health Science: Pre-Professional 
1112023 20:04:16,student553@gmail.com,student,stud,553,student553@gmail.comstudent553,Central High School,"High school counselor, SICTC Website, Friend and Family Member, SICTC Information Meeting at High School",Health Science: Pre-Professional 
1112023 17:26:42,student554@gmail.com,student,stud,554,student554@gmail.comstudent554,Reitz High School,"High school counselor, Informational posters, Facebook, Instagram",Welding Technology
1112023 17:26:42,student555@gmail.com,student,stud,555,student555@gmail.comstudent555,Reitz High School,"High school counselor, Informational posters, Facebook, Instagram",Building Construction Technology
1112023 17:26:42,student556@gmail.com,student,stud,556,student556@gmail.comstudent556,Reitz High School,"High school counselor, Informational posters, Facebook, Instagram",Health Science: Pre-Professional 
1122023 17:42:52,student557@gmail.com,student,stud,557,student557@gmail.comstudent557,Mt. Vernon High School,"High school counselor, Friend and Family Member",HVAC-R and Energy Systems
1132023 17:42:52,student558@gmail.com,student,stud,558,student558@gmail.comstudent558,Mt. Vernon High School,"High school counselor, Friend and Family Member",Building Construction Technology
1112023 17:51:38,student559@gmail.com,student,stud,559,student559@gmail.comstudent559,Harrison High School,High school counselor,Electrical Technology
1112023 17:53:22,student560@gmail.com,student,stud,560,student560@gmail.comstudent560,Tecumseh High School,High school counselor,Precision Machine Metalworking Technology
1112023 17:16:51,student561@gmail.com,student,stud,561,student561@gmail.comstudent561,Boonville High School,"High school counselor, Friend and Family Member",Precision Machine Metalworking Technology
1112023 18:06:58,student562@gmail.com,student,stud,562,student562@gmail.comstudent562,Reitz High School,Current SITCTC Student,Precision Machine Metalworking Technology
1112023 18:38:50,student563@gmail.com,student,stud,563,student563@gmail.comstudent563,Reitz High School,"Friend and Family Member, SICTC Alumni",Precision Machine Metalworking Technology
